Season,League,Team,wins,losses,win_loss_pct,gb,pts_per_g,opp_pts_per_g,Playoffs
2008/2009,WNBA,Washington Mystics,16,18,.471,6.0,76.0,77.1,Yes
2008/2009,WNBA,Chicago Sky,16,18,.471,6.0,75.7,79.2,No
2008/2009,WNBA,Connecticut Sun,16,18,.471,6.0,78.0,78.1,No
2008/2009,WNBA,New York Liberty,13,21,.382,9.0,72.1,72.5,No
2008/2009,WNBA,Phoenix Mercury,23,11,.676,—,92.8,89.1,Yes
2008/2009,WNBA,Seattle Storm,20,14,.588,3.0,74.8,72.8,Yes
2008/2009,WNBA,Los Angeles Sparks,18,16,.529,5.0,72.5,71.7,Yes
2008/2009,WNBA,San Antonio Silver Stars,15,19,.441,8.0,76.9,78.3,Yes
2008/2009,WNBA,Minnesota Lynx,14,20,.412,9.0,80.3,83.1,No
2008/2009,WNBA,Sacramento Monarchs,12,22,.353,11.0,76.8,79.1,No
2009/2010,NBA,Boston Celtics,50,32,.610,—,99.2,95.6,Yes
2009/2010,NBA,Toronto Raptors,40,42,.488,10.0,104.1,105.9,No
2009/2010,NBA,New York Knicks,29,53,.354,21.0,102.1,105.9,No
2009/2010,NBA,Philadelphia 76ers,27,55,.329,23.0,97.7,101.6,No
2009/2010,NBA,New Jersey Nets,12,70,.146,38.0,92.4,101.5,No
2009/2010,NBA,Cleveland Cavaliers,61,21,.744,—,102.1,95.6,Yes
2009/2010,NBA,Milwaukee Bucks,46,36,.561,15.0,97.7,96.0,Yes
2009/2010,NBA,Chicago Bulls,41,41,.500,20.0,97.5,99.1,Yes
2009/2010,NBA,Indiana Pacers,32,50,.390,29.0,100.8,103.8,No
2009/2010,NBA,Detroit Pistons,27,55,.329,34.0,94.0,99.1,No
2009/2010,NBA,Orlando Magic,59,23,.720,—,102.8,95.3,Yes
2009/2010,NBA,Atlanta Hawks,53,29,.646,6.0,101.7,97.0,Yes
2009/2010,NBA,Miami Heat,47,35,.573,12.0,96.5,94.2,Yes
2009/2010,NBA,Charlotte Bobcats,44,38,.537,15.0,95.3,93.8,Yes
2009/2010,NBA,Washington Wizards,26,56,.317,33.0,96.2,101.0,No
2009/2010,NBA,Denver Nuggets,53,29,.646,—,106.5,102.4,Yes
2009/2010,NBA,Utah Jazz,53,29,.646,—,104.2,98.9,Yes
2009/2010,NBA,Portland Trail Blazers,50,32,.610,3.0,98.1,94.8,Yes
2009/2010,NBA,Oklahoma City Thunder,50,32,.610,3.0,101.5,98.0,Yes
2009/2010,NBA,Minnesota Timberwolves,15,67,.183,38.0,98.2,107.8,No
2009/2010,NBA,Los Angeles Lakers,57,25,.695,—,101.7,97.0,Yes
2009/2010,NBA,Phoenix Suns,54,28,.659,3.0,110.2,105.3,Yes
2009/2010,NBA,Los Angeles Clippers,29,53,.354,28.0,95.7,102.1,No
2009/2010,NBA,Golden State Warriors,26,56,.317,31.0,108.8,112.4,No
2009/2010,NBA,Sacramento Kings,25,57,.305,32.0,100.0,104.4,No
2009/2010,NBA,Dallas Mavericks,55,27,.671,—,102.0,99.3,Yes
2009/2010,NBA,San Antonio Spurs,50,32,.610,5.0,101.4,96.3,Yes
2009/2010,NBA,Houston Rockets,42,40,.512,13.0,102.4,102.7,No
2009/2010,NBA,Memphis Grizzlies,40,42,.488,15.0,102.5,104.0,No
2009/2010,NBA,New Orleans Hornets,37,45,.451,18.0,100.2,102.7,No
2009/2010,WNBA,New York Liberty,22,12,.647,—,79.2,76.0,Yes
2009/2010,WNBA,Washington Mystics,22,12,.647,—,76.9,73.3,Yes
2009/2010,WNBA,Indiana Fever,21,13,.618,1.0,78.3,74.1,Yes
2009/2010,WNBA,Atlanta Dream,19,15,.559,3.0,85.4,83.1,Yes
2009/2010,WNBA,Connecticut Sun,17,17,.500,5.0,81.0,79.9,No
2009/2010,WNBA,Chicago Sky,14,20,.412,8.0,76.1,76.8,No
2009/2010,WNBA,Seattle Storm,28,6,.824,—,81.8,73.9,Yes
2009/2010,WNBA,Phoenix Mercury,15,19,.441,13.0,93.9,93.8,Yes
2009/2010,WNBA,San Antonio Silver Stars,14,20,.412,14.0,76.8,80.1,Yes
2009/2010,WNBA,Los Angeles Sparks,13,21,.382,15.0,77.9,81.2,Yes
2009/2010,WNBA,Minnesota Lynx,13,21,.382,15.0,78.7,82.1,No
2009/2010,WNBA,Tulsa Shock,6,28,.176,22.0,78.0,89.8,No
2010/2011,NBA,Boston Celtics,56,26,.683,—,96.5,91.1,Yes
2010/2011,NBA,New York Knicks,42,40,.512,14.0,106.5,105.7,Yes
2010/2011,NBA,Philadelphia 76ers,41,41,.500,15.0,99.0,97.5,Yes
2010/2011,NBA,New Jersey Nets,24,58,.293,32.0,94.2,100.4,No
2010/2011,NBA,Toronto Raptors,22,60,.268,34.0,99.1,105.4,No
2010/2011,NBA,Chicago Bulls,62,20,.756,—,98.6,91.3,Yes
2010/2011,NBA,Indiana Pacers,37,45,.451,25.0,99.8,100.9,Yes
2010/2011,NBA,Milwaukee Bucks,35,47,.427,27.0,91.9,92.7,No
2010/2011,NBA,Detroit Pistons,30,52,.366,32.0,97.0,100.6,No
2010/2011,NBA,Cleveland Cavaliers,19,63,.232,43.0,95.5,104.5,No
2010/2011,NBA,Miami Heat,58,24,.707,—,102.1,94.6,Yes
2010/2011,NBA,Orlando Magic,52,30,.634,6.0,99.2,93.7,Yes
2010/2011,NBA,Atlanta Hawks,44,38,.537,14.0,95.0,95.8,Yes
2010/2011,NBA,Charlotte Bobcats,34,48,.415,24.0,93.3,97.3,No
2010/2011,NBA,Washington Wizards,23,59,.280,35.0,97.3,104.7,No
2010/2011,NBA,Oklahoma City Thunder,55,27,.671,—,104.8,101.0,Yes
2010/2011,NBA,Denver Nuggets,50,32,.610,5.0,107.5,102.7,Yes
2010/2011,NBA,Portland Trail Blazers,48,34,.585,7.0,96.3,94.8,Yes
2010/2011,NBA,Utah Jazz,39,43,.476,16.0,99.4,101.3,No
2010/2011,NBA,Minnesota Timberwolves,17,65,.207,38.0,101.1,107.7,No
2010/2011,NBA,Los Angeles Lakers,57,25,.695,—,101.5,95.4,Yes
2010/2011,NBA,Phoenix Suns,40,42,.488,17.0,105.0,105.9,No
2010/2011,NBA,Golden State Warriors,36,46,.439,21.0,103.4,105.7,No
2010/2011,NBA,Los Angeles Clippers,32,50,.390,25.0,98.6,101.8,No
2010/2011,NBA,Sacramento Kings,24,58,.293,33.0,99.4,104.7,No
2010/2011,NBA,San Antonio Spurs,61,21,.744,—,103.7,98.0,Yes
2010/2011,NBA,Dallas Mavericks,57,25,.695,4.0,100.2,96.0,Yes
2010/2011,NBA,New Orleans Hornets,46,36,.561,15.0,94.9,94.0,Yes
2010/2011,NBA,Memphis Grizzlies,46,36,.561,15.0,99.9,97.6,Yes
2010/2011,NBA,Houston Rockets,43,39,.524,18.0,105.9,103.7,No
2010/2011,WNBA,Connecticut Sun,21,13,.618,—,80.1,76.8,Yes
2010/2011,WNBA,Indiana Fever,21,13,.618,—,77.7,73.8,Yes
2010/2011,WNBA,Atlanta Dream,20,14,.588,1.0,82.5,80.8,Yes
2010/2011,WNBA,New York Liberty,19,15,.559,2.0,76.0,74.8,Yes
2010/2011,WNBA,Chicago Sky,14,20,.412,7.0,74.2,75.2,No
2010/2011,WNBA,Washington Mystics,6,28,.176,15.0,70.8,78.8,No
2010/2011,WNBA,Minnesota Lynx,27,7,.794,—,81.5,73.6,Yes
2010/2011,WNBA,Seattle Storm,21,13,.618,6.0,71.6,69.9,Yes
2010/2011,WNBA,Phoenix Mercury,19,15,.559,8.0,89.0,86.0,Yes
2010/2011,WNBA,San Antonio Silver Stars,18,16,.529,9.0,77.6,75.5,Yes
2010/2011,WNBA,Los Angeles Sparks,15,19,.441,12.0,77.1,80.3,No
2010/2011,WNBA,Tulsa Shock,3,31,.088,24.0,69.2,82.1,No
2011/2012,NBA,Boston Celtics,39,27,.591,—,91.8,89.3,Yes
2011/2012,NBA,New York Knicks,36,30,.545,3.0,97.8,94.7,Yes
2011/2012,NBA,Philadelphia 76ers,35,31,.530,4.0,93.6,89.4,Yes
2011/2012,NBA,Toronto Raptors,23,43,.348,16.0,90.7,94.0,No
2011/2012,NBA,New Jersey Nets,22,44,.333,17.0,93.1,99.1,No
2011/2012,NBA,Chicago Bulls,50,16,.758,—,96.3,88.2,Yes
2011/2012,NBA,Indiana Pacers,42,24,.636,8.0,97.7,94.4,Yes
2011/2012,NBA,Milwaukee Bucks,31,35,.470,19.0,99.0,98.7,No
2011/2012,NBA,Detroit Pistons,25,41,.379,25.0,90.9,95.7,No
2011/2012,NBA,Cleveland Cavaliers,21,45,.318,29.0,93.0,100.2,No
2011/2012,NBA,Miami Heat,46,20,.697,—,98.5,92.5,Yes
2011/2012,NBA,Atlanta Hawks,40,26,.606,6.0,96.6,93.2,Yes
2011/2012,NBA,Orlando Magic,37,29,.561,9.0,94.2,93.4,Yes
2011/2012,NBA,Washington Wizards,20,46,.303,26.0,93.6,98.4,No
2011/2012,NBA,Charlotte Bobcats,7,59,.106,39.0,87.0,100.9,No
2011/2012,NBA,Oklahoma City Thunder,47,19,.712,—,103.1,96.9,Yes
2011/2012,NBA,Denver Nuggets,38,28,.576,9.0,104.1,101.2,Yes
2011/2012,NBA,Utah Jazz,36,30,.545,11.0,99.7,99.0,Yes
2011/2012,NBA,Portland Trail Blazers,28,38,.424,19.0,97.2,97.8,No
2011/2012,NBA,Minnesota Timberwolves,26,40,.394,21.0,97.9,100.1,No
2011/2012,NBA,Los Angeles Lakers,41,25,.621,—,97.3,95.9,Yes
2011/2012,NBA,Los Angeles Clippers,40,26,.606,1.0,97.5,95.0,Yes
2011/2012,NBA,Phoenix Suns,33,33,.500,8.0,98.4,98.6,No
2011/2012,NBA,Golden State Warriors,23,43,.348,18.0,97.8,101.2,No
2011/2012,NBA,Sacramento Kings,22,44,.333,19.0,98.8,104.4,No
2011/2012,NBA,San Antonio Spurs,50,16,.758,—,103.7,96.5,Yes
2011/2012,NBA,Memphis Grizzlies,41,25,.621,9.0,95.0,93.0,Yes
2011/2012,NBA,Dallas Mavericks,36,30,.545,14.0,95.8,94.8,Yes
2011/2012,NBA,Houston Rockets,34,32,.515,16.0,98.1,97.9,No
2011/2012,NBA,New Orleans Hornets,21,45,.318,29.0,89.6,93.4,No
2011/2012,WNBA,Connecticut Sun,25,9,.735,—,81.6,77.4,Yes
2011/2012,WNBA,Indiana Fever,22,12,.647,3.0,78.3,72.3,Yes
2011/2012,WNBA,Atlanta Dream,19,15,.559,6.0,78.6,75.8,Yes
2011/2012,WNBA,New York Liberty,15,19,.441,10.0,73.1,77.2,Yes
2011/2012,WNBA,Chicago Sky,14,20,.412,11.0,75.2,75.5,No
2011/2012,WNBA,Washington Mystics,5,29,.147,20.0,68.6,78.3,No
2011/2012,WNBA,Minnesota Lynx,27,7,.794,—,86.0,76.2,Yes
2011/2012,WNBA,Los Angeles Sparks,24,10,.706,3.0,84.0,78.3,Yes
2011/2012,WNBA,San Antonio Silver Stars,21,13,.618,6.0,82.1,76.9,Yes
2011/2012,WNBA,Seattle Storm,16,18,.471,11.0,71.2,71.6,Yes
2011/2012,WNBA,Tulsa Shock,9,25,.265,18.0,77.2,84.2,No
2011/2012,WNBA,Phoenix Mercury,7,27,.206,20.0,74.5,86.7,No
2012/2013,NBA,New York Knicks,54,28,.659,—,100.0,95.7,Yes
2012/2013,NBA,Brooklyn Nets,49,33,.598,5.0,96.9,95.1,Yes
2012/2013,NBA,Boston Celtics,41,40,.506,12.5,96.5,96.7,Yes
2012/2013,NBA,Philadelphia 76ers,34,48,.415,20.0,93.2,96.5,No
2012/2013,NBA,Toronto Raptors,34,48,.415,20.0,97.2,98.7,No
2012/2013,NBA,Indiana Pacers,49,32,.605,—,94.7,90.7,Yes
2012/2013,NBA,Chicago Bulls,45,37,.549,4.5,93.2,92.9,Yes
2012/2013,NBA,Milwaukee Bucks,38,44,.463,11.5,98.9,100.4,Yes
2012/2013,NBA,Detroit Pistons,29,53,.354,20.5,94.9,98.8,No
2012/2013,NBA,Cleveland Cavaliers,24,58,.293,25.5,96.5,101.2,No
2012/2013,NBA,Miami Heat,66,16,.805,—,102.9,95.0,Yes
2012/2013,NBA,Atlanta Hawks,44,38,.537,22.0,98.0,97.5,Yes
2012/2013,NBA,Washington Wizards,29,53,.354,37.0,93.2,95.8,No
2012/2013,NBA,Charlotte Bobcats,21,61,.256,45.0,93.4,102.7,No
2012/2013,NBA,Orlando Magic,20,62,.244,46.0,94.1,101.1,No
2012/2013,NBA,Oklahoma City Thunder,60,22,.732,—,105.7,96.5,Yes
2012/2013,NBA,Denver Nuggets,57,25,.695,3.0,106.1,101.1,Yes
2012/2013,NBA,Utah Jazz,43,39,.524,17.0,98.0,98.1,No
2012/2013,NBA,Portland Trail Blazers,33,49,.402,27.0,97.5,100.7,No
2012/2013,NBA,Minnesota Timberwolves,31,51,.378,29.0,95.7,98.1,No
2012/2013,NBA,Los Angeles Clippers,56,26,.683,—,101.1,94.6,Yes
2012/2013,NBA,Golden State Warriors,47,35,.573,9.0,101.2,100.3,Yes
2012/2013,NBA,Los Angeles Lakers,45,37,.549,11.0,102.2,101.0,Yes
2012/2013,NBA,Sacramento Kings,28,54,.341,28.0,100.2,105.1,No
2012/2013,NBA,Phoenix Suns,25,57,.305,31.0,95.2,101.6,No
2012/2013,NBA,San Antonio Spurs,58,24,.707,—,103.0,96.6,Yes
2012/2013,NBA,Memphis Grizzlies,56,26,.683,2.0,93.4,89.3,Yes
2012/2013,NBA,Houston Rockets,45,37,.549,13.0,106.0,102.5,Yes
2012/2013,NBA,Dallas Mavericks,41,41,.500,17.0,101.1,101.7,No
2012/2013,NBA,New Orleans Hornets,27,55,.329,31.0,94.1,97.9,No
2012/2013,WNBA,Chicago Sky,24,10,.706,—,79.4,73.6,Yes
2012/2013,WNBA,Atlanta Dream,17,17,.500,7.0,76.9,75.4,Yes
2012/2013,WNBA,Washington Mystics,17,17,.500,7.0,75.5,75.4,Yes
2012/2013,WNBA,Indiana Fever,16,18,.471,8.0,70.8,70.5,Yes
2012/2013,WNBA,New York Liberty,11,23,.324,13.0,69.6,77.0,No
2012/2013,WNBA,Connecticut Sun,10,24,.294,14.0,71.0,76.9,No
2012/2013,WNBA,Minnesota Lynx,26,8,.765,—,82.9,73.5,Yes
2012/2013,WNBA,Los Angeles Sparks,24,10,.706,2.0,81.9,75.0,Yes
2012/2013,WNBA,Phoenix Mercury,19,15,.559,7.0,79.7,80.3,Yes
2012/2013,WNBA,Seattle Storm,17,17,.500,9.0,70.9,73.3,Yes
2012/2013,WNBA,San Antonio Silver Stars,12,22,.353,14.0,72.1,77.9,No
2012/2013,WNBA,Tulsa Shock,11,23,.324,15.0,77.0,79.2,No
2013/2014,NBA,Toronto Raptors,48,34,.585,—,101.3,98.0,Yes
2013/2014,NBA,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,Yes
2013/2014,NBA,New York Knicks,37,45,.451,11.0,98.6,99.4,No
2013/2014,NBA,Boston Celtics,25,57,.305,23.0,96.2,100.7,No
2013/2014,NBA,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,No
2013/2014,NBA,Indiana Pacers,56,26,.683,—,96.7,92.3,Yes
2013/2014,NBA,Chicago Bulls,48,34,.585,8.0,93.7,91.8,Yes
2013/2014,NBA,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,No
2013/2014,NBA,Detroit Pistons,29,53,.354,27.0,101.0,104.7,No
2013/2014,NBA,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,No
2013/2014,NBA,Miami Heat,54,28,.659,—,102.2,97.4,Yes
2013/2014,NBA,Washington Wizards,44,38,.537,10.0,100.7,99.4,Yes
2013/2014,NBA,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,Yes
2013/2014,NBA,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,Yes
2013/2014,NBA,Orlando Magic,23,59,.280,31.0,96.5,102.0,No
2013/2014,NBA,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,Yes
2013/2014,NBA,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,Yes
2013/2014,NBA,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,No
2013/2014,NBA,Denver Nuggets,36,46,.439,23.0,104.4,106.5,No
2013/2014,NBA,Utah Jazz,25,57,.305,34.0,95.0,102.2,No
2013/2014,NBA,Los Angeles Clippers,57,25,.695,—,107.9,101.0,Yes
2013/2014,NBA,Golden State Warriors,51,31,.622,6.0,104.3,99.5,Yes
2013/2014,NBA,Phoenix Suns,48,34,.585,9.0,105.2,102.6,No
2013/2014,NBA,Sacramento Kings,28,54,.341,29.0,100.5,103.4,No
2013/2014,NBA,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,No
2013/2014,NBA,San Antonio Spurs,62,20,.756,—,105.4,97.6,Yes
2013/2014,NBA,Houston Rockets,54,28,.659,8.0,107.7,103.1,Yes
2013/2014,NBA,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,Yes
2013/2014,NBA,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,Yes
2013/2014,NBA,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,No
2013/2014,WNBA,Atlanta Dream,19,15,.559,—,80.6,78.5,Yes
2013/2014,WNBA,Indiana Fever,16,18,.471,3.0,74.1,75.1,Yes
2013/2014,WNBA,Washington Mystics,16,18,.471,3.0,74.3,73.8,Yes
2013/2014,WNBA,Chicago Sky,15,19,.441,4.0,76.2,78.2,Yes
2013/2014,WNBA,New York Liberty,15,19,.441,4.0,72.1,75.2,No
2013/2014,WNBA,Connecticut Sun,13,21,.382,6.0,75.7,77.5,No
2013/2014,WNBA,Phoenix Mercury,29,5,.853,—,83.5,74.1,Yes
2013/2014,WNBA,Minnesota Lynx,25,9,.735,4.0,81.6,77.2,Yes
2013/2014,WNBA,Los Angeles Sparks,16,18,.471,13.0,77.4,77.6,Yes
2013/2014,WNBA,San Antonio Stars,16,18,.471,13.0,77.8,79.6,Yes
2013/2014,WNBA,Seattle Storm,12,22,.353,17.0,70.9,75.3,No
2013/2014,WNBA,Tulsa Shock,12,22,.353,17.0,81.2,83.3,No
2014/2015,NBA,Toronto Raptors,49,33,.598,—,104.0,100.9,Yes
2014/2015,NBA,Boston Celtics,40,42,.488,9.0,101.4,101.2,Yes
2014/2015,NBA,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,Yes
2014/2015,NBA,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,No
2014/2015,NBA,New York Knicks,17,65,.207,32.0,91.9,101.2,No
2014/2015,NBA,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,Yes
2014/2015,NBA,Chicago Bulls,50,32,.610,3.0,100.8,97.8,Yes
2014/2015,NBA,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,Yes
2014/2015,NBA,Indiana Pacers,38,44,.463,15.0,97.3,97.0,No
2014/2015,NBA,Detroit Pistons,32,50,.390,21.0,98.5,99.5,No
2014/2015,NBA,Atlanta Hawks,60,22,.732,—,102.5,97.1,Yes
2014/2015,NBA,Washington Wizards,46,36,.561,14.0,98.5,97.8,Yes
2014/2015,NBA,Miami Heat,37,45,.451,23.0,94.7,97.3,No
2014/2015,NBA,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,No
2014/2015,NBA,Orlando Magic,25,57,.305,35.0,95.7,101.4,No
2014/2015,NBA,Portland Trail Blazers,51,31,.622,—,102.8,98.6,Yes
2014/2015,NBA,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,No
2014/2015,NBA,Utah Jazz,38,44,.463,13.0,95.1,94.9,No
2014/2015,NBA,Denver Nuggets,30,52,.366,21.0,101.5,105.0,No
2014/2015,NBA,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,No
2014/2015,NBA,Golden State Warriors,67,15,.817,—,110.0,99.9,Yes
2014/2015,NBA,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,Yes
2014/2015,NBA,Phoenix Suns,39,43,.476,28.0,102.4,103.3,No
2014/2015,NBA,Sacramento Kings,29,53,.354,38.0,101.3,105.0,No
2014/2015,NBA,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,No
2014/2015,NBA,Houston Rockets,56,26,.683,—,103.9,100.5,Yes
2014/2015,NBA,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,Yes
2014/2015,NBA,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,Yes
2014/2015,NBA,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,Yes
2014/2015,NBA,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,Yes
2014/2015,WNBA,New York Liberty,23,11,.676,—,74.4,71.1,Yes
2014/2015,WNBA,Chicago Sky,21,13,.618,2.0,82.9,78.8,Yes
2014/2015,WNBA,Indiana Fever,20,14,.588,3.0,77.7,75.8,Yes
2014/2015,WNBA,Washington Mystics,18,16,.529,5.0,73.6,71.2,Yes
2014/2015,WNBA,Atlanta Dream,15,19,.441,8.0,77.8,79.8,No
2014/2015,WNBA,Connecticut Sun,15,19,.441,8.0,75.0,76.6,No
2014/2015,WNBA,Minnesota Lynx,22,12,.647,—,75.5,71.7,Yes
2014/2015,WNBA,Phoenix Mercury,20,14,.588,2.0,75.1,72.3,Yes
2014/2015,WNBA,Tulsa Shock,18,16,.529,4.0,77.7,77.1,Yes
2014/2015,WNBA,Los Angeles Sparks,14,20,.412,8.0,73.6,74.6,Yes
2014/2015,WNBA,Seattle Storm,10,24,.294,12.0,70.4,76.1,No
2014/2015,WNBA,San Antonio Stars,8,26,.235,14.0,68.1,76.7,No
2015/2016,NBA,Toronto Raptors,56,26,.683,—,102.7,98.2,Yes
2015/2016,NBA,Boston Celtics,48,34,.585,8.0,105.7,102.5,Yes
2015/2016,NBA,New York Knicks,32,50,.390,24.0,98.4,101.1,No
2015/2016,NBA,Brooklyn Nets,21,61,.256,35.0,98.6,106.0,No
2015/2016,NBA,Philadelphia 76ers,10,72,.122,46.0,97.4,107.6,No
2015/2016,NBA,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,Yes
2015/2016,NBA,Indiana Pacers,45,37,.549,12.0,102.2,100.5,Yes
2015/2016,NBA,Detroit Pistons,44,38,.537,13.0,102.0,101.4,Yes
2015/2016,NBA,Chicago Bulls,42,40,.512,15.0,101.6,103.1,No
2015/2016,NBA,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,No
2015/2016,NBA,Miami Heat,48,34,.585,—,100.0,98.4,Yes
2015/2016,NBA,Atlanta Hawks,48,34,.585,—,102.8,99.2,Yes
2015/2016,NBA,Charlotte Hornets,48,34,.585,—,103.4,100.7,Yes
2015/2016,NBA,Washington Wizards,41,41,.500,7.0,104.1,104.6,No
2015/2016,NBA,Orlando Magic,35,47,.427,13.0,102.1,103.7,No
2015/2016,NBA,Oklahoma City Thunder,55,27,.671,—,110.2,102.9,Yes
2015/2016,NBA,Portland Trail Blazers,44,38,.537,11.0,105.1,104.3,Yes
2015/2016,NBA,Utah Jazz,40,42,.488,15.0,97.7,95.9,No
2015/2016,NBA,Denver Nuggets,33,49,.402,22.0,101.9,105.0,No
2015/2016,NBA,Minnesota Timberwolves,29,53,.354,26.0,102.4,106.0,No
2015/2016,NBA,Golden State Warriors,73,9,.890,—,114.9,104.1,Yes
2015/2016,NBA,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,Yes
2015/2016,NBA,Sacramento Kings,33,49,.402,40.0,106.6,109.1,No
2015/2016,NBA,Phoenix Suns,23,59,.280,50.0,100.9,107.5,No
2015/2016,NBA,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,No
2015/2016,NBA,San Antonio Spurs,67,15,.817,—,103.5,92.9,Yes
2015/2016,NBA,Dallas Mavericks,42,40,.512,25.0,102.3,102.6,Yes
2015/2016,NBA,Memphis Grizzlies,42,40,.512,25.0,99.1,101.3,Yes
2015/2016,NBA,Houston Rockets,41,41,.500,26.0,106.5,106.4,Yes
2015/2016,NBA,New Orleans Pelicans,30,52,.366,37.0,102.7,106.5,No
2015/2016,WNBA,New York Liberty,21,13,.618,—,81.6,80.9,Yes
2015/2016,WNBA,Chicago Sky,18,16,.529,3.0,86.2,85.6,Yes
2015/2016,WNBA,Atlanta Dream,17,17,.500,4.0,81.8,84.0,Yes
2015/2016,WNBA,Indiana Fever,17,17,.500,4.0,80.5,80.9,Yes
2015/2016,WNBA,Connecticut Sun,14,20,.412,7.0,83.0,84.4,No
2015/2016,WNBA,Washington Mystics,13,21,.382,8.0,80.7,82.2,No
2015/2016,WNBA,Minnesota Lynx,28,6,.824,—,85.8,77.0,Yes
2015/2016,WNBA,Los Angeles Sparks,26,8,.765,2.0,83.0,75.9,Yes
2015/2016,WNBA,Phoenix Mercury,16,18,.471,12.0,84.6,83.3,Yes
2015/2016,WNBA,Seattle Storm,16,18,.471,12.0,80.8,80.2,Yes
2015/2016,WNBA,Dallas Wings,11,23,.324,17.0,82.6,88.2,No
2015/2016,WNBA,San Antonio Stars,7,27,.206,21.0,72.0,80.2,No
2016/2017,NBA,Boston Celtics,53,29,.646,—,108.0,105.4,Yes
2016/2017,NBA,Toronto Raptors,51,31,.622,2.0,106.9,102.6,Yes
2016/2017,NBA,New York Knicks,31,51,.378,22.0,104.3,108.0,No
2016/2017,NBA,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,No
2016/2017,NBA,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,No
2016/2017,NBA,Cleveland Cavaliers,51,31,.622,—,110.3,107.2,Yes
2016/2017,NBA,Milwaukee Bucks,42,40,.512,9.0,103.6,103.8,Yes
2016/2017,NBA,Indiana Pacers,42,40,.512,9.0,105.1,105.3,Yes
2016/2017,NBA,Chicago Bulls,41,41,.500,10.0,102.9,102.4,Yes
2016/2017,NBA,Detroit Pistons,37,45,.451,14.0,101.3,102.5,No
2016/2017,NBA,Washington Wizards,49,33,.598,—,109.2,107.4,Yes
2016/2017,NBA,Atlanta Hawks,43,39,.524,6.0,103.2,104.0,Yes
2016/2017,NBA,Miami Heat,41,41,.500,8.0,103.2,102.1,No
2016/2017,NBA,Charlotte Hornets,36,46,.439,13.0,104.9,104.7,No
2016/2017,NBA,Orlando Magic,29,53,.354,20.0,101.1,107.6,No
2016/2017,NBA,Utah Jazz,51,31,.622,—,100.7,96.8,Yes
2016/2017,NBA,Oklahoma City Thunder,47,35,.573,4.0,106.6,105.8,Yes
2016/2017,NBA,Portland Trail Blazers,41,41,.500,10.0,107.9,108.5,Yes
2016/2017,NBA,Denver Nuggets,40,42,.488,11.0,111.7,111.2,No
2016/2017,NBA,Minnesota Timberwolves,31,51,.378,20.0,105.6,106.7,No
2016/2017,NBA,Golden State Warriors,67,15,.817,—,115.9,104.3,Yes
2016/2017,NBA,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,Yes
2016/2017,NBA,Sacramento Kings,32,50,.390,35.0,102.8,106.7,No
2016/2017,NBA,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,No
2016/2017,NBA,Phoenix Suns,24,58,.293,43.0,107.7,113.3,No
2016/2017,NBA,San Antonio Spurs,61,21,.744,—,105.3,98.1,Yes
2016/2017,NBA,Houston Rockets,55,27,.671,6.0,115.3,109.6,Yes
2016/2017,NBA,Memphis Grizzlies,43,39,.524,18.0,100.5,100.0,Yes
2016/2017,NBA,New Orleans Pelicans,34,48,.415,27.0,104.3,106.4,No
2016/2017,NBA,Dallas Mavericks,33,49,.402,28.0,97.9,100.8,No
2016/2017,WNBA,New York Liberty,22,12,.647,—,79.7,76.6,Yes
2016/2017,WNBA,Connecticut Sun,21,13,.618,1.0,86.0,81.6,Yes
